瘤痢,斥档,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,内胶葛胶,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,辑府,辑府,辑府,辑府,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅,蜡疙魂 窜浅
格器,2008, , ,2008-08-30,-11老, , ,2008-10-27,-4老,2008-11-14,4老, , , , , , ,2008-10-29,-1老,2008-11-17,7老, , , , , , ,2008-11-22,-2老,2009-03-24,4老, , , , , , 
格器,2009, , ,2009-09-10,0老, , ,2009-10-28,-3老,2009-11-10,0老, , , , , , ,2009-10-30,0老,2009-11-15,5老, , , , , , ,2009-11-21,-3老,2010-04-17,28老, , , , , , 
格器,2010, , ,2010-09-20,10老, , ,2010-10-23,-8老,2010-11-05,-5老, , , , , , ,2010-10-23,-7老,2010-11-06,-4老, , , , , , ,2010-10-27,-28老,2011-03-29,9老, , , , , , 
格器,2011, , ,2011-09-18,8老, , ,2011-11-02,2老,2011-11-07,-3老, , , , , , ,2011-11-03,4老,2011-11-08,-2老, , , , , , ,2011-11-22,-2老,2012-03-14,-6老,2011-10-27,4老, , ,2011-11-04,-2老
格器,2012, , ,2012-09-21,11老, , ,2012-11-04,4老,2012-11-10,0老, , , , , , ,2012-11-02,3老,2012-11-10,0老, , , , , , ,2012-11-21,-3老,2013-03-06,-14老,2012-10-23,0老, , ,2012-11-02,-4老
格器,2013, , ,2013-09-11,1老, , ,2013-10-31,0老,2013-11-12,2老, , , , , , ,2013-10-25,-5老,2013-11-10,0老, , , , , , ,2013-12-07,13老,2014-03-11,-9老,2013-10-29,6老, , ,2013-11-12,6老
格器,2014, , ,2014-09-15,5老, , ,2014-11-06,6老,2014-11-17,7老, , , , , , ,2014-10-31,1老,2014-11-14,4老, , , , , , ,2014-12-19,25老,2015-03-27,7老,2014-10-22,-1老, , ,2014-11-11,5老
格器,2015, , ,2015-09-11,1老,2015-09-21, ,2015-10-29,-2老,2015-11-10,0老, , , , , , ,2015-10-28,-2老,2015-11-09,-1老, , , , , , ,2015-12-07,13老,2016-03-28,8老,2015-10-21,-2老, , ,2015-11-06,0老
格器,2016, , ,2016-09-09,-1老,2016-09-18, ,2016-11-01,1老,2016-11-11,1老, , , , , , ,2016-10-31,1老,2016-11-10,0老, , , , , , ,2016-11-02,-22老,2017-03-22,2老,2016-10-19,-4老, , ,2016-11-02,-4老
格器,2017, , ,2017-09-12,2老,2017-09-18, ,2017-11-08,8老,2017-11-13,3老, , , , , , ,2017-11-07,8老,2017-11-12,2老, , , , , , ,2017-11-06,-18老,2018-03-10,-10老,2017-10-23,0老, , ,2017-11-04,-2老
格器,2018, , ,2018-09-20,10老,2018-09-27, ,2018-11-02,2老,2018-11-09,-1老, , , , , , ,2018-11-01,2老,2018-11-09,-1老, , , , , , ,2018-11-20,-4老,2019-04-04,15老,2018-10-19,-4老, , ,2018-11-02,-4老
格器,2019, , , , , , ,2019-11-12,12老,2019-11-18,8老, , , , , , ,2019-11-05,6老,2019-11-21,11老, , , , , , ,2019-11-21,-3老,2020-04-06,17老,2019-10-22,-1老, , ,2019-11-11,5老
格器,2020, , ,2020-09-10,0老,2020-09-17, ,2020-11-05,5老,2020-11-16,6老, , , , , , ,2020-11-02,3老,2020-11-14,4老, , , , , , ,2020-12-01,7老,2021-03-03,-17老,2020-10-23,0老, , ,2020-11-06,0老
格器,2021, , ,2021-09-17,7老,2021-10-05, ,2021-11-01,1老,2021-11-12,2老, , , , , , ,2021-10-27,-3老,2021-11-10,0老, , , , , , ,2021-11-28,4老,2022-03-08,-12老,2021-10-26,3老, , ,2021-11-10,4老
格器,2022, , ,2022-09-15,5老,2022-10-03, ,2022-10-30,-1老,2022-11-12,2老, , , , , , ,2022-10-25,-5老,2022-11-08,-2老, , , , , , ,2022-12-08,14老,2023-03-14,-6老,2022-10-25,2老, , ,2022-11-08,2老
格器,2023, , ,2023-09-20,10老,2023-10-06, ,2023-11-01,1老,2023-11-10,0老, , , , , , ,2023-11-01,2老,2023-11-10,0老, , , , , , ,2023-11-08,-16老,2024-03-21,1老,2023-10-26,3老, , , , 
鉴玫,2010, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2011-04-05, , , , , , , 
鉴玫,2011,2011-05-30, ,2011-09-13, , , ,2011-10-23, ,2011-10-28, , , , , , , ,2011-10-26, ,2011-11-05, , , , , , , ,2011-10-26, ,2012-04-02, ,2011-10-23, , , ,2011-11-02, 
鉴玫,2012, , ,2012-09-11, , , ,2012-10-20, ,2012-11-01, , , , , , , ,2012-10-23, ,2012-11-02, , , , , , , ,2012-10-19, ,2013-04-08, ,2012-10-20, , , ,2012-10-30, 
鉴玫,2013, , ,2013-09-08, , , ,2013-10-21, ,2013-10-30, , , , , , , ,2013-10-23, ,2013-11-04, , , , , , , ,2013-10-17, ,2014-03-24, ,2013-10-23, , , ,2013-11-07, 
鉴玫,2014, , ,2014-09-20, , , ,2014-10-20, ,2014-11-01, , , , , , , ,2014-10-22, ,2014-11-02, , , , , , , ,2014-10-18, , , ,2014-10-15, , , ,2014-11-04, 
鉴玫,2015, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-10-20, , , ,2015-11-06, 
鉴玫,2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2016-10-18, , , ,2016-11-01, 
鉴玫,2017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2017-10-20, , , ,2017-11-02, 
鉴玫,2018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2018-10-18, , , ,2018-10-30, 
鉴玫,2019, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2019-10-21, , , ,2019-11-06, 
鉴玫,2020, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2020-10-20, , , ,2020-11-04, 
鉴玫,2021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2021-10-29, , , ,2021-11-05, 
鉴玫,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2022-10-24, , , ,2022-11-03, 
鉴玫,2023, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2023-10-18, , , ,2023-10-30, 
咯荐,2004, , ,2004-08-29,-14老,2004-09-02,-15老,2004-10-26,-7老,2004-11-06,-6老, , , , , , ,2004-10-27,-7老,2004-11-06,-8老, , , , , , ,2005-01-03,20老,2005-01-18,-27老, , , , , , 
咯荐,2005, , ,2005-08-18,-25老,2005-08-25,-23老,2005-10-28,-5老,2005-11-05,-7老, , ,2005-11-14, ,2005-11-18, ,2005-10-31,-3老,2005-11-07,-7老, , ,2005-11-19, ,2005-11-22, ,2005-12-07,-7老,2005-12-19,-57老, , , , , , 
咯荐,2006, , ,2006-08-07,-36老,2006-08-16,-32老,2006-10-30,-3老,2006-11-07,-5老, , ,2006-11-19, ,2006-11-23, ,2006-10-31,-3老,2006-11-07,-7老, , ,2006-11-22, ,2006-11-28, ,2007-01-10,27老,2007-02-05,-9老, , , , , , 
咯荐,2007, , ,2007-09-08,-4老, , ,2007-10-30,-3老,2007-11-08,-4老, , , , , , ,2007-10-28,-6老,2007-11-06,-8老, , , , , , ,2007-12-15,1老,2008-02-09,-5老, , , , , , 
咯荐,2008, , ,2008-09-05,-7老, , ,2008-10-31,-2老,2008-11-08,-4老, , , , , , ,2008-11-01,-2老,2008-11-09,-5老, , , , , , ,2008-12-01,-13老,2009-01-26,-19老, , , , , , 
咯荐,2009, , ,2009-09-14,2老, , ,2009-10-27,-6老,2009-11-04,-8老, , , , , , ,2009-10-28,-6老,2009-11-05,-9老, , , , , , ,2010-01-27,44老,2010-02-22,8老, , , , , , 
咯荐,2010, , ,2010-09-20,8老, , ,2010-10-28,-5老,2010-11-05,-7老, , , , , , ,2010-10-29,-5老,2010-11-06,-8老, , , , , , ,2011-01-13,30老,2011-01-13,-32老, , , , , , 
咯荐,2011, , ,2011-09-14,2老, , ,2011-11-02,0老,2011-11-08,-4老, , , , , , ,2011-11-04,1老,2011-11-09,-5老, , , , , , ,2012-01-06,22老,2012-02-09,-5老, , , , , , 
咯荐,2012, , ,2012-09-20,8老, , ,2012-10-28,-5老,2012-11-08,-4老, , , , , , ,2012-10-29,-5老,2012-11-09,-5老, , , , , , ,2012-12-13,-1老,2013-03-03,17老, , , , , , 
咯荐,2013, , ,2013-09-11,-1老, , ,2013-11-04,2老,2013-11-13,1老, , , , , , ,2013-11-05,2老,2013-11-12,-2老, , , , , , ,2013-11-28,-16老,2014-03-16,30老, , , , , , 
咯荐,2014, , ,2014-09-20,8老, , ,2014-10-29,-4老,2014-11-13,1老, , , , , , ,2014-10-30,-4老,2014-11-13,-1老, , , , , , ,2014-12-03,-11老,2015-01-24,-21老, , , , , , 
咯荐,2015, , ,2015-09-15,3老,2015-09-25,8老,2015-10-30,-3老,2015-11-14,2老, , , , , , ,2015-11-01,-2老,2015-11-15,1老, , , , , , ,2015-12-19,5老,2015-12-19,-57老, , , , , , 
咯荐,2016, , ,2016-09-19,7老,2016-09-29,12老,2016-11-01,-1老,2016-11-15,3老, , , , , , ,2016-11-01,-2老,2016-11-15,1老, , , , , , ,2016-12-18,4老,2017-02-16,2老, , , , , , 
咯荐,2017, , ,2017-09-05,-7老,2017-09-14,-3老,2017-11-09,7老,2017-11-22,10老, , , , , , ,2017-11-05,2老,2017-11-16,2老, , , , , , ,2017-12-21,7老,2018-01-21,-24老, , , , , , 
咯荐,2018, , ,2018-09-22,10老,2018-09-27,10老,2018-11-09,7老,2018-11-14,2老, , , , , , ,2018-11-06,3老,2018-11-12,-2老, , , , , , ,2019-01-23,40老,2019-02-02,-12老, , , , , , 
咯荐,2019, , ,2019-09-09,-3老,2019-09-15,-2老,2019-11-14,12老,2019-11-20,8老, , , , , , ,2019-11-18,15老,2019-11-26,12老, , , , , , ,2019-12-25,11老,2020-03-06,21老, , , , , , 
咯荐,2020, , ,2020-09-19,7老,2020-09-26,9老,2020-11-08,6老,2020-11-12,0老, , , , , , ,2020-11-11,8老,2020-11-15,1老, , , , , , ,2020-12-23,9老,2021-03-03,17老, , , , , , 
咯荐,2021, , ,2021-09-12,0老,2021-09-20,3老,2021-11-09,7老,2021-11-14,2老, , , , , , ,2021-11-12,9老,2021-11-17,3老, , , , , , ,2021-12-23,9老,2022-02-26,12老, , , , , , 
咯荐,2022, , ,2022-09-11,-1老,2022-09-19,2老,2022-11-10,8老,2022-11-17,5老, , , , , , ,2022-11-11,8老,2022-11-18,4老, , , , , , ,2022-12-20,6老,2023-02-27,13老, , , , , , 
咯荐,2023, , ,2023-09-13,1老,2023-09-23,6老,2023-11-11,9老,2023-11-27,15老, , , , , , ,2023-11-12,9老,2023-11-21,7老, , , , , , ,2023-12-04,-10老,2024-02-17,3老, , , , , , 
肯档,2004, , ,2004-09-06,-1老, , ,2004-11-03,2老,2004-11-12,-1老, , , , , , ,2004-11-05,4老,2004-11-12,-2老, , , , , , ,2004-11-16,-8老,2005-03-07,2老, , , , , , 
肯档,2005, , ,2005-09-08,1老, , ,2005-11-07,6老,2005-11-19,6老, , , , , , ,2005-11-05,4老,2005-11-18,4老, , , , , , ,2005-11-20,-4老,2006-03-04,-1老, , , , , , 
肯档,2006, , ,2006-09-05,-2老, , ,2006-11-04,3老,2006-11-19,6老, , , , , , ,2006-11-02,1老,2006-11-22,8老, , , , , , ,2006-11-30,6老,2007-03-10,5老, , , , , , 
肯档,2007, , ,2007-09-09,2老, , ,2007-10-31,-1老,2007-11-05,-8老, , , , , , ,2007-10-28,-4老,2007-11-08,-6老, , , , , , ,2007-11-19,-5老,2008-03-10,5老, , , , , , 
肯档,2008, , ,2008-09-04,-3老, , ,2008-10-27,-5老,2008-11-12,-1老, , , , , , ,2008-10-28,-4老,2008-11-15,1老, , , , , , ,2008-11-20,-4老,2009-02-07,-26老, , , , , , 
肯档,2009, , ,2009-08-28,-10老, , ,2009-10-23,-9老,2009-11-09,-4老, , , , , , ,2009-10-25,-7老,2009-11-10,-4老, , , , , , ,2009-11-22,-2老,2010-03-11,6老, , , , , , 
肯档,2010, , ,2010-09-05,-2老, , ,2010-10-22,-10老,2010-11-07,-6老, , , , , , ,2010-10-26,-6老,2010-11-08,-6老, , , , , , ,2010-11-18,-6老,2011-02-22,-11老, , , , , , 
肯档,2011, , ,2011-09-17,10老, , ,2011-10-31,-1老,2011-11-08,-5老, , , , , , ,2011-10-31,-1老,2011-11-08,-6老, , , , , , ,2011-11-22,-2老,2012-03-14,9老, , , , , , 
肯档,2012, , ,2012-09-19,12老, , ,2012-10-28,-4老,2012-11-07,-6老, , , , , , ,2012-10-26,-6老,2012-11-06,-8老, , , , , , ,2012-11-25,1老,2013-03-22,17老, , , , , , 
肯档,2013, , ,2013-09-17,10老, , ,2013-11-02,1老,2013-11-17,4老, , , , , , ,2013-11-01,0老,2013-11-14,0老, , , , , , ,2013-11-23,-1老,2014-03-22,17老, , , , , , 
肯档,2014, , ,2014-09-19,12老, , ,2014-10-30,-2老,2014-11-12,-1老, , , , , , ,2014-10-30,-2老,2014-11-12,-2老, , , , , , ,2014-11-14,-10老, , , , , , , , 
厘蕊,2004,2004-04-12,-10老,2004-09-10,-1老, , ,2004-10-23,-5老,2004-11-05,-3老, , , , , , ,2004-10-24,-5老,2004-11-07,-2老, , , , , , ,2004-10-27,-2老,2005-04-16,0老,2004-10-16,-8老, , ,2004-11-07,2老
厘蕊,2005,2005-04-10,-12老,2005-09-12,1老, , ,2005-10-24,-4老,2005-11-02,-6老, , , , , , ,2005-10-22,-7老,2005-11-02,-7老, , , , , , ,2005-11-01,3老,2006-04-17,1老,2005-10-18,-6老, , ,2005-11-02,-3老
厘蕊,2006,2006-04-13,-9老,2006-09-15,4老, , ,2006-10-30,2老,2006-11-08,0老, , , , , , ,2006-10-26,-3老,2006-11-07,-2老, , , , , , ,2006-11-13,15老,2007-04-19,3老,2006-10-26,2老, , ,2006-11-02,-3老
厘蕊,2007,2007-04-11,-11老,2007-09-10,-1老, , ,2007-10-31,3老,2007-11-05,-3老, , , , , , ,2007-10-28,-1老,2007-11-08,-1老, , , , , , ,2007-11-03,5老,2008-04-04,-12老,2007-10-28,4老, , ,2007-11-05,0老
厘蕊,2008,2008-04-08,-14老, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
林鞠,2004,2004-04-12,8老,2004-09-14,4老, , ,2004-10-18,-3老,2004-10-26,-2老, , , , , , ,2004-10-24,-1老,2004-11-01,0老, , , , , , ,2004-10-23,-8老,2005-04-23,6老,2004-10-15,-8老, , ,2004-10-27,-6老
林鞠,2005,2005-04-08,4老,2005-09-10,0老, , ,2005-10-17,-4老,2005-10-25,-3老, , , , , , ,2005-10-22,-3老,2005-10-28,-4老, , , , , , ,2005-10-23,-8老,2006-04-03,-14老,2005-10-18,-5老, , ,2005-10-29,-4老
林鞠,2006,2006-04-11,7老,2006-09-15,5老, , ,2006-10-22,1老,2006-10-29,1老, , , , , , ,2006-11-02,8老,2006-11-10,9老, , , , , , ,2006-11-08,8老,2007-04-10,-7老,2006-10-25,2老, , ,2006-11-03,1老
林鞠,2007,2007-04-12,8老,2007-09-14,4老, , ,2007-10-25,4老,2007-10-31,3老, , , , , , ,2007-10-29,4老,2007-11-04,3老, , , , , , ,2007-11-12,12老,2008-04-25,8老,2007-10-24,1老, , ,2007-11-02,0老
林鞠,2008, , ,2008-09-09,-1老, , ,2008-10-17,-4老,2008-10-22,-6老, , , , , , ,2008-10-21,-4老,2008-10-27,-5老, , , , , , ,2008-11-04,4老,2009-04-28,11老,2008-10-19,-4老, , ,2008-10-31,-2老
林鞠,2009, , ,2009-09-07,-3老, , ,2009-10-20,-1老,2009-10-27,-1老, , , , , , ,2009-10-18,-7老,2009-10-25,-7老, , , , , , ,2009-11-03,3老,2010-04-17,0老,2009-10-20,-3老, , ,2009-10-30,-3老
林鞠,2010, , ,2010-09-10,0老, , ,2010-10-21,0老,2010-10-25,-3老, , , , , , ,2010-10-20,-5老,2010-10-26,-6老, , , , , , ,2010-10-26,-5老, , ,2010-10-25,2老, , ,2010-11-04,2老
柳档(梅蔓魂),2004, , ,2004-07-30,-26老, , ,2004-10-20,-7老,2004-11-02,-7老, , , , , , ,2004-10-19,-9老,2004-11-06,-4老, , , , , , ,2004-12-06,16老,2005-03-16,7老, , , , , , 
柳档(梅蔓魂),2005, , ,2005-09-10,16老, , ,2005-10-29,2老,2005-11-07,-2老, , , , , , ,2005-10-28,0老,2005-11-07,-3老, , , , , , ,2005-12-09,19老,2006-03-04,-5老, , , , , , 
柳档(梅蔓魂),2006, , ,2006-09-12,18老, , ,2006-11-03,7老,2006-11-17,8老, , , , , , ,2006-11-01,4老,2006-11-17,7老, , , , , , ,2006-12-10,20老,2007-03-20,11老, , , , , , 
柳档(梅蔓魂),2007, , ,2007-08-19,-6老, , ,2007-10-22,-5老,2007-11-02,-7老, , , , , , ,2007-10-24,-4老,2007-11-07,-3老, , , , , , ,2007-11-17,-3老,2008-03-28,19老, , , , , , 
柳档(梅蔓魂),2008, , ,2008-08-16,-9老, , ,2008-10-19,-8老,2008-11-12,3老, , , , , , ,2008-10-17,-11老,2008-11-09,-1老, , , , , , ,2008-11-13,-7老,2009-02-08,-29老, , , , , , 
柳档(梅蔓魂),2009, , ,2009-09-05,11老, , ,2009-10-30,3老,2009-11-09,0老, , , , , , ,2009-11-01,4老,2009-11-11,1老, , , , , , ,2009-11-03,-17老,2010-03-29,20老, , , , , , 
柳档(梅蔓魂),2010, , , , , , ,2010-10-30,3老,2010-11-08,-1老, , , , , , ,2010-10-30,2老,2010-11-08,-2老, , , , , , ,2010-11-16,-4老,2010-12-12,-87老, , , , , , 
柳档(梅蔓魂),2011, , ,2011-09-16,22老, , ,2011-11-03,7老,2011-11-10,1老, , , , , , ,2011-11-05,8老,2011-11-10,0老, , , , , , ,2011-11-21,1老,2012-03-14,5老, , , , , , 
柳档(梅蔓魂),2012, , ,2012-09-19,25老, , ,2012-10-29,2老,2012-11-09,0老, , , , , , ,2012-11-03,6老,2012-11-12,2老, , , , , , ,2012-11-02,-18老,2013-03-21,12老, , , , , , 
柳档(梅蔓魂),2013, , ,2013-09-09,15老, , ,2013-11-01,5老,2013-11-14,5老, , , , , , ,2013-11-01,4老,2013-11-13,3老, , , , , , ,2013-11-13,-7老,2014-03-09,0老, , , , , , 
柳档(梅蔓魂),2014, , , , , , , , , , , , , , , , , , , , , , , , , , ,2014-11-20,0老, , , , , , , , 
秦巢,2004, , ,2004-09-14,-1老, , ,2004-10-29,-1老,2004-11-07,-4老, , , , , , ,2004-10-29,0老,2004-11-07,-4老, , , , , , ,2004-11-07,7老,2005-04-22,4老,2004-10-30,2老, , ,2004-11-08,-2老
秦巢,2005, , ,2005-09-17,2老, , ,2005-11-02,3老,2005-11-15,4老, , , , , , ,2005-11-01,3老,2005-11-15,4老, , , , , , ,2005-10-17,-14老,2006-04-17,-1老,2005-11-01,4老, , ,2005-11-15,5老
秦巢,2006, , ,2006-09-19,4老, , ,2006-11-07,8老,2006-11-16,5老, , , , , , ,2006-11-06,8老,2006-11-14,3老, , , , , , ,2006-10-28,-3老,2007-04-29,11老,2006-11-06,9老, , ,2006-11-15,5老
秦巢,2007, , ,2007-09-17,2老, , ,2007-10-29,-1老,2007-11-08,-3老, , , , , , ,2007-10-27,-2老,2007-11-07,-4老, , , , , , ,2007-11-03,3老,2008-03-28,-21老,2007-10-27,-1老, , ,2007-11-05,-5老
秦巢,2008, , ,2008-09-16,1老, , ,2008-10-29,-1老,2008-11-09,-2老, , , , , , ,2008-10-27,-2老,2008-11-06,-5老, , , , , , , , , , ,2008-10-27,-1老, , ,2008-11-06,-4老
秦巢,2009, , , , , , , , , , , , , , , , ,2009-10-28,-1老,2009-11-09,-2老, , , , , , , , , , ,2009-10-25,-3老, , ,2009-11-10,0老
秦巢,2010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2010-10-25,-3老, , ,2010-11-08,-2老
秦巢,2011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2011-10-31,3老, , ,2011-11-08,-2老
秦巢,2012, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2012-10-26,-2老, , ,2012-11-06,-4老
秦巢,2013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2013-10-30,2老, , ,2013-11-13,3老
秦巢,2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2014-10-30,2老, , ,2014-11-12,2老
秦巢,2015, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-10-27,-1老, , ,2015-11-06,-4老
秦巢,2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2016-10-19,-9老, , ,2016-11-04,-6老
秦巢,2017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2017-10-23,-5老, , ,2017-11-04,-6老
秦巢,2018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2018-10-19,-9老, , ,2018-11-02,-8老
秦巢,2019, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2019-10-22,-6老, , ,2019-11-11,1老
秦巢,2020, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2020-10-23,-5老, , ,2020-11-06,-4老
秦巢,2021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2021-10-26,-2老, , ,2021-11-10,0老
秦巢,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2022-10-25,-3老, , ,2022-11-08,-2老
秦巢,2023, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2023-10-26,-2老, , , , 
孺魂档,2004, , ,2004-09-10,16老, , , , , , , , , , , , , , , , , , , , , , ,2004-12-14,-19老,2005-03-07,11老, , , , , , 
孺魂档,2005, , ,2005-08-25,0老, , , , , , , , , , , , , , , , , , , , , , ,2005-12-24,-10老,2006-03-31,35老, , , , , , 
孺魂档,2006, , ,2006-08-29,4老, , , , , , , , , , , , , , , , , , , , , , ,2007-02-03,31老,2007-02-12,-12老, , , , , , 
孺魂档,2007, , ,2007-08-21,-4老, , , , , , , , , , , , , , , , , , , , , , ,2007-11-25,-39老,2008-03-06,11老, , , , , , 
孺魂档,2008, , ,2008-08-14,-11老, , , , , , , , , , , , , , , , , , , , , , ,2008-12-16,-17老,2008-12-19,-66老, , , , , , 
孺魂档,2009, , ,2009-08-03,-22老, , , , , , , , , , , , , , , , , , , , , , ,2009-12-29,-5老,2010-03-17,21老, , , , , , 
孺魂档,2010, , ,2010-08-01,-24老, , , , , , , , , , , , , , , , , , , , , , ,2011-01-14,11老,2011-02-22,-2老, , , , , , 
孺魂档,2011, , ,2011-08-12,-13老, , , , , , , , , , , , , , , , , , , , , , ,2012-02-20,48老,2012-03-27,32老, , , , , , 
孺魂档,2012, , ,2012-08-20,-5老, , , , , , , , , , , , , , , , , , , , , , ,2013-01-29,26老,2013-01-29,-26老, , , , , , 
孺魂档,2013, , ,2013-08-17,-8老, , , , , , , , , , , , , , , , , , , , , , ,2013-12-07,-27老,2014-02-15,-9老, , , , , , 
孺魂档,2014, , ,2014-08-18,-7老, , , , , , , , , , , , , , , , , , , , , , ,2014-12-01,-33老,2015-03-26,30老, , , , , , 
孺魂档,2015, , ,2015-08-20,-5老,2015-09-01, , , , , , , , , , , , , , , , , , , , , ,2016-02-08,36老,2016-03-21,26老, , , , , , 
孺魂档,2016, , ,2016-08-25,0老,2016-09-02, , , , , , , , , , , ,2016-11-04, ,2016-11-12, , , , , , , ,2017-01-26,23老,2017-02-15,-9老, , , , , , 
孺魂档,2017, , ,2017-08-28,3老,2017-09-10, ,2017-11-13, ,2017-11-20, , , , , , , ,2017-11-13, ,2017-11-20, , , , , , , ,2017-12-02,-32老,2018-03-10,14老, , , , , , 
孺魂档,2018, , ,2018-08-29,4老,2018-09-12, ,2018-11-12, ,2018-11-20, , , , , , , ,2018-11-11, ,2018-11-19, , , , , , , ,2019-01-18,15老,2019-01-19,-36老, , , , , , 
孺魂档,2019, , ,2019-08-24,-1老,2019-09-05, ,2019-11-14, ,2019-11-21, , , , , , , ,2019-11-15, ,2019-11-22, , , , , , , ,2019-12-28,-6老,2020-03-12,17老, , , , , , 
孺魂档,2020, , ,2020-08-26,1老,2020-09-03, ,2020-11-11, ,2020-11-18, , , , , , , ,2020-11-06, ,2020-11-13, , , , , , , ,2021-01-04,1老,2021-03-03,7老, , , , , , 
孺魂档,2021, , ,2021-09-01,7老,2021-09-10, ,2021-10-29, ,2021-11-05, , , , , , , ,2021-11-01, ,2021-11-15, , , , , , , ,2021-12-06,-28老, , , , , , , , 
孺魂档,2022, , ,2022-09-02,8老,2022-09-07, ,2022-09-15, ,2022-09-30, , , , , , , ,2022-11-10, ,2022-11-21, , , , , , , ,2022-12-20,-14老,2023-03-05,9老, , , , , , 
孺魂档,2023, , ,2023-09-05,11老,2023-09-12, ,2023-11-07, ,2023-11-22, , , , , , , ,2023-11-15, ,2023-11-23, , , , , , , ,2023-12-04,-30老,2024-03-15,20老, , , , , , 
绊芒,2010, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2011-04-20, , , , , , , 
绊芒,2011, , ,2011-09-14, , , ,2011-10-27, ,2011-11-04, , , , , , , ,2011-10-27, ,2011-11-06, , , , , , , ,2011-10-26, ,2012-04-07, , , , , , , 
绊芒,2012, , ,2012-09-12, , , ,2012-10-23, ,2012-11-03, , , , , , , ,2012-10-26, ,2012-11-05, , , , , , , ,2012-11-02, ,2013-04-22, , , , , , , 
绊芒,2013, , ,2013-09-13, , , ,2013-10-13, ,2013-10-31, , , , , , , ,2013-10-17, ,2013-11-01, , , , , , , ,2013-10-27, ,2014-04-08, , , , , , , 
绊芒,2014, , ,2014-09-05, , , ,2014-10-20, ,2014-11-04, , , , , , , ,2014-10-21, ,2014-11-05, , , , , , , ,2014-10-28, , , , , , , , , 
绊芒焙,2008, , , , , , , , , , , , , , , , , , , , , , , , , , ,2008-11-04, ,2009-04-17, , , , , , , 
绊芒焙,2009, , ,2009-09-12, , , ,2009-10-26, ,2009-11-12, , , , , , , ,2009-10-28, ,2009-11-12, , , , , , , ,2009-11-21, ,2010-04-17, , , , , , , 
绊芒焙,2010, , ,2010-09-16, , , ,2010-10-28, ,2010-11-09, , , , , , , ,2010-10-28, ,2010-11-09, , , , , , , ,2010-10-27, , , , , , , , , 
焙魂,2004, , ,包螟 救凳,—, , ,2004-10-29,4老,2004-11-07,0老, , , , , , ,2004-10-29,2老,2004-11-07,-2老, , , , , , ,2004-10-27,-13老,2005-03-30,-2老, , , , , , 
焙魂,2005, , ,2005-09-08,0老, , ,2005-10-20,-5老,2005-10-31,-7老, , , , , , ,2005-10-28,1老,2005-11-05,-4老, , , , , , ,2005-10-23,-17老,2006-03-31,-1老, , , , , , 
焙魂,2006, , ,2006-09-26,18老, , ,2006-10-24,-1老,2006-11-05,-2老, , , , , , ,2006-10-25,-2老,2006-11-06,-3老, , , , , , ,2006-11-12,3老,2007-04-05,4老, , , , , , 
焙魂,2007, , ,包螟 救凳,—, , ,2007-10-30,5老,2007-11-06,-1老, , , , , , ,2007-10-30,3老,2007-11-12,3老, , , , , , ,2007-11-17,8老,2008-03-28,-4老, , , , , , 
焙魂,2008, , ,包螟 救凳,—, , ,2008-10-26,1老,2008-11-04,-3老, , , , , , ,2008-10-26,-1老,2008-11-06,-3老, , , , , , ,2008-11-22,13老,2009-04-02,1老, , , , , , 
