,Name,Brand,Categories,ABV,Rating,Rate Count,Price,Description
782,Willet Rye 6 Year,Willett,"American Whiskey, Rye Whiskey, Whiskey",,5.0,1,,"A Family Estate Bottled Single Barrel Rye. Aged in hand selected white oak barrels for 6 years. Hand bottled from barrel No. 151. A rare release distilled in Kentucky and bottled by the Willett Distillery in Bardstown, Kentucky."
783,Willet Rye 8 Year Single Barrel,Willett,"American Whiskey, Rye Whiskey, Whiskey",,5.0,1,,"For the Willett family, distilling craft whiskey is a family tradition. John David Willlett began distilling at the Moore, Willett & Frenke Distillery just outside of Louisville, Kentucky, during Reconstruction. In 1898, his son, A. Lambert Willett - who was just 15 years old at the time - began apprenticing with his father. Eventually, Lambert purchased a farm on the outskirts of Bardstown, Kentucky and began construction of the Willett Distilling Company in the spring of 1935. While Willett Distilling Company eventually changed its name to Kentucky Bourbon Distillers, the family tradition lives on. Even Kulsveen, owner of KBD, is Willett's son-in-law.    In keeping with family tradition, Kulsveen has sourced a mean straight rye whiskey (he also just released a rye whiskey that he distilled). Aged for eight years and bottled at cask strength, it has a dark copper color, along with a strong, spicy aroma. Hints of brown sugar, dark chocolate and coffee beans subtly complement bold... READ MORE"
784,Willett Rye Single Barrel,Willett,"Rye Whiskey, Whiskey",54.05,5.0,1,54.99,"The barrels that went into this Willett Rye small batch combined to make an amazing drinker. 

Nose- Beautiful layering of brandied cherry over a mildly tart cherry. It opens up with time and is reminiscent of cutting into your desert with your fork which releases cinnamon and baking spices with just a hint of oak to remind you that this is high proof youthful. 

Palette- A robust rye with dark cherry, burnt vanilla, and spices for days. It's a delicious rye with a weighty mouthfeel. 

Balance - It's insanely well balanced with the alcohol so perfectly integrated at 115 proof you'll forget its there, but you'll find yourself smiling more and happier with each dram.

Finish- the finish is long and the spices dominate this batch, while the cherry does punch its way through to the surface."
785,Willett Family Estate Bottled Rye Aged 6 Years,Willett,"Rye Whiskey, Whiskey",,5.0,1,86.5,"A Family Estate Bottled Single Barrel Rye. Aged in hand selected white oak barrels for 6 years. Hand bottled from barrel No. 151. A rare release distilled in Kentucky and bottled by the Willett Distillery in Bardstown, Kentucky."
786,Willett Family Estate Bottled Rye 8 Year,Willett,"Rye Whiskey, Whiskey",,5.0,1,107.99,"Enjoyed neat, this is an earthy rye with some attractive spice elements; the rye grain really shines on this 8-year-old expression. Adding a little water really brings out the mint, with classic caramel and maple syrup notes emerging."
787,Willett Family Estate Bottled Rye Aged 2 Years,Willett,"Rye Whiskey, Whiskey",,5.0,1,49.99,Light-bodied for a barrel strength whiskey; great orange and perfume notes up front followed by mint and finishing softly with floral and fruit notes.
788,Willett XCF Exploratory Cask Finish,Willett,"Rye Whiskey, Whiskey",51.7,5.0,1,164.99,"For this first release of our Exploratory Cask Finish Project, select barrels of seven-year-old American Rye Whiskey were finished in Curacao Casks, sourced from France, for approximately 90 days."
789,Willet 2 Year Rye Cask Strength,Willett,"Rye Whiskey, Whiskey",,5.0,1,,"For one, Willett Family Estate Small Batch 2 Year Rye is bottled at cask strength and delicious, crushing preconceptions of what’s possible from a mere 24 months of aging. It’s sweet, smooth and packed with notes of vanilla, mint, apples and even some orange. There’s a dryness that stems from its youth, but with none of the awful astringency that plagues most young pours."
790,Willett Family Estate Bottled Rye Aged 7 Years,Willett,"Rye Whiskey, Whiskey",,5.0,1,599.0,Full-bodied barrel-strength whiskey; rich vanilla/sweet notes followed by chocolate and an earthy herbal and pine element coming through on the back end.
791,Willet Exploratory Rye,Willett,"Rye Whiskey, Whiskey",,5.0,1,,"The Willett Distilling Company released their first non-traditional whiskey via their XCF Exploratory Cask Finish Version 1.0 in late October of this year. Visitors at their Bardstown, KY distillery on Halloween Day were the ones to purchase this barrel manipulated Rye whiskey which is getting favorable reviews from most of the connoisseurs who are lucky enough to get their hands on a bottle.    This barrel finished whiskey starts its story in Indiana, the state where the Rye was produced. Some consumers new to American whiskey might find it odd that Willett would reveal that this spirit was not distilled by them and even more shocked that it was made outside of Kentucky.    But Willett should be commended for being upfront about where this whiskey originated, as its common practice for some spirit companies to try to confuse the consumer about where their juice really comes from or blatantly mislead them into believing they were the ones to actually distill it when it was sourced from another producer.    This Rye whiskey was aged inside the Willett warehouses in Bardstown for 7 years. The story gets a little more interesting and now drifts over to Europe. During a trip to France, Willett Master Distiller and Blender Drew Kulsveen had an opportunity to see how the orange liqueur known as Curacao was made.    The barrels that were used to age the citrus-flavored spirit were actually used Bourbon barrels, which was a factor for Drew believing they may produce a nice barrel finish for some of the Rye he had aging. So after bringing 25 of the Curacao casks from France back to Kentucky, Drew and his team needed 42 barrels of the 7 year-old Rye to fill them up (remember, after 7 years of aging those barrels were not full due to angel’s share/evaporation) and allowed the whiskey to age for another 90 days inside those barrels.    After three months the barrels were all dumped together and bottled as a small batch, sticking to Willett’s philosophy of bottling small batches at 20-25 barrels. This yielded 6,912 bottles, which might sound like a lot, but considering Willett is now in 35 states and 25 countries, this release is very highly allocated.    This release got its own packaging as well, which was also inspired by Drew. The label is one of a puppeteer that is pulling the strings on dangling barrels.    The image gives folks the idea of the Willett crew playing around with barrels, which is what the company is most known for since they’ve only been distilling on site for just over two years, but they’ve been mastering the art of whiskey maturation on their family’s property for over three decades. XCF comes in at 103.4 proof, and was slightly cut down from the 115 proof it was when originally dumped from the Curacao casks. Retail price is around $200.   Willett Exploratory Cask"
792,Willett Still Pot Bourbon,Willett,"Bourbon, Whiskey",,5.0,1,59.99,
793,Kentucky Vintage Bourbon,Willett,"Bourbon, Whiskey",,5.0,1,33.99,"Light, but not to be confused with lacking in complexity, just a very elegant, easy-sipper that is truly wonderful on it's own or a slight splash of water. This is an example of a versatile Kentucky Straight Bourbon Whiskey!"
794,Willett 80th Anniversary Bourbon,Willett,"Bourbon, Whiskey",,5.0,1,62.49,
795,Willett Bourbon 9 Year,Willett,"Bourbon, Whiskey",,5.0,1,119.99,"A Family Estate Bottled Single Barrel Bourbon. Aged in hand selected white oak barrels for 9 years. Hand bottled from barrel No. 7184. A rare release distilled in Kentucky and bottled by the Willett Distillery in Bardstown, Kentucky."
796,Willett 10 Year,Willett,"Bourbon, Whiskey",,5.0,1,229.99,This supurb Single Barrel Kentucky Straight Bourbon Whiskey was hand selected by master-craftmaen for its truly distinctive flavor and aroma.
797,Willett Family Estate Bottled Bourbon,Willett,"Bourbon, Whiskey",59.8,5.0,1,149.99,"Willett Family Estate Bottled Bourbon is a very unusual whiskey in many regards. The Bourbon label exists for the sole purpose of our family's Private Barrel Selection Program, and is the only label of its kind in existence. It is an un-chillfiltered, barrel proof, straight bourbon whiskey of unusual depth and complexity. Please Note: The wax color is at the sole discretion of the customer."
798,Willett Family Estate 23 Year,Willett,"Bourbon, Whiskey",,5.0,1,0.0,"The same goes for this mature 15 year old bourbon. The extra aging gives this older whiskey the smooth, char flavor that blends well with the barrel proof. The wheat in the recipe is quite obvious as this delightful bourbon passes over your tongue."
799,Willett Speakeasy,Willett,"Bourbon, Whiskey",,5.0,1,32.99,"Aroma: Very light, with floral notes and a hint of butterscotch.    Taste: Again, very soft across the palate. Nicely balanced with fresh fruit notes (apple and pear), some nutty flavors from the oak and just a touch of spice at the finish.    Verdict: When I think of the speakeasy days, I think of bathtub gin and firewater whiskey. This Speakeasy could not be further from that – the emphasis is on the “easy.” It’s a very light and drinkable bourbon that would probably pair well with foods. And you don’t even need to know a password to procure it."
800,Willett Straight Boubon,Willett,"Bourbon, Whiskey",,5.0,1,55.49,"A slightly spicy nose with a youthfulness on the front end of the palate & a great malt-like finish with citrus & floral notes prevailing.    Color  Chestnut  Nose  Intensity – 1; Aloeswood, benzoin gum powder, smoke, pencils, young Armagnac  Palate  Sweet corn, corn & rye notes showing their face in a prominent way, leather, elements of a well-blended Speyside on the front palate  Finish  Length – Medium; Amazing how the malted barley notes show themselves, clover honey, citrus floral"
824,Wild Turkey 101,Wild Turkey Bourbon,"Bourbon, Whiskey",50.5,5.0,142,21.49,"Wild Turkey 101 is different for good reason, and it all comes down to premium ingredients, select barrels, and a lot of patience. Wild Turkey ages the whiskey longer in new American White Oak barrels with the deepest possible char, cutting no corners across all of our bourbons and giving each one distinctive and rich flavor."
825,Wild Turkey American Honey,Wild Turkey Bourbon,"Bourbon, Whiskey",35.5,5.0,47,22.98,"Real honey, real bourbon, real friends. That’s how you keep good company. American Honey is a delicious blend of bold Kentucky straight bourbon and the sweetness of real honey that delivers a flavor your closest friends and family are sure to enjoy."
826,Wild Turkey Longbranch,Wild Turkey Bourbon,"Bourbon, Whiskey",43.0,5.0,40,39.99,Eight Year-Old Wild Turkey Bourbon is refined with Texas mesquite and oak charcoals to create Longbranch.  This unique method deepens the flavor and complexity of the whiskey resulting in an exceptional bourbon.
827,Wild Turkey Bourbon,Wild Turkey Bourbon,"Bourbon, Whiskey",40.5,4.8,31,21.99,"Crafted with conviction by our Master Distillers, Wild Turkey Bourbon is aged longer to deliver more character - and to give it that Wild Turkey signature kick, Eddie and Jimmy Russell use the classic Wild Turkey high-rye mash bill before it ages in the deepest level #4 “alligator” char American oak barrels. Wild Turkey shines on its own, or in a mixed drink like a Manhattan or an Old Fashioned. That’s why Eddie calls it “a whiskey that can stand up to any mixer or in any cocktail with the bold, in-your–face taste that is distinctively Wild Turkey.” We distill at a lower proof, so less water is added, resulting in a fuller and more robust bourbon flavor – just way the Russell’s have been making it for over 60 years."
828,Wild Turkey Rare Breed,Wild Turkey Bourbon,"Bourbon, Whiskey",58.4,5.0,9,49.99,"The true, bold spirit of Wild Turkey has been captured in this authentic barrel proof whiskey, creating one of the finest bourbons in the world. Uncut with water, Rare Breed is an uncompromised Kentucky bourbon with tones of sweet tobacco and hints of orange and mint, making it a remarkably smooth whiskey legend."
